lead_time,avg_price_per_room,no_of_special_requests,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
166,104.7830520557819,0,10,27206,14,3,1,1,0,0
12,64.01698431463616,0,2,30370,22,3,1,2,1,0
212,63.75,1,12,7697,8,4,3,1,3,0
19,85.32117678772845,0,4,14915,8,4,1,1,0,0
192,111.3376830091908,2,8,19435,18,4,5,2,0,0
134,96.11831518720527,0,5,18922,9,3,4,1,1,0
193,100.2906258347823,0,8,20102,25,3,3,2,0,0
155,75.35569323700918,0,5,2037,27,4,1,0,0,0
147,100.0209791241734,0,6,22404,24,4,2,0,2,0
88,97.41795903077545,0,9,4966,5,4,1,1,0,0
79,76.18224243587261,0,3,19980,15,4,3,0,0,0
288,142.16354476275987,0,5,27656,21,3,3,2,0,0
20,116.64243327264782,0,6,9651,4,4,1,1,0,0
30,101.40704347635108,0,10,15816,11,4,2,0,0,0
83,69.39036624775338,0,2,18449,19,3,2,2,0,0
299,91.95616697610066,0,11,27717,7,2,2,0,0,0
252,106.69226112124385,1,7,28252,11,3,2,1,0,0
180,106.59066146270584,0,7,21183,1,3,1,0,0,0
249,96.3646426234869,0,9,22712,25,3,2,1,0,0
195,134.7818012421536,0,9,30040,19,4,2,0,0,0
170,108.36061841656645,1,8,5259,17,4,2,0,0,0
272,112.1463237551193,0,8,27983,18,3,0,0,0,0
47,105.03525686965374,0,10,30227,8,4,1,0,1,0
147,129.57142573893157,2,7,142,26,4,1,0,0,0
122,112.81870966531339,0,6,34805,19,4,4,1,0,0
290,109.40171591968539,0,5,9123,24,3,0,1,1,0
297,94.96098696212957,0,7,9159,19,3,2,1,0,0
93,117.61873908212708,0,10,23324,15,3,1,1,0,0
276,108.17216266531797,0,10,20811,8,2,2,0,0,0
31,108.1999129551831,0,4,34672,20,4,2,0,3,0
99,118.81175732917036,0,9,22129,22,3,1,1,1,0
158,134.01541866185465,0,6,23321,26,4,1,0,0,0
213,103.36800803332301,0,8,29035,21,3,1,0,1,0
95,111.20278602346586,0,8,29945,8,4,2,0,0,0
11,160.16672176725007,0,2,12698,20,4,2,1,0,0
145,148.56049301437994,0,7,1987,10,4,3,0,0,0
295,102.70474320937772,1,8,11356,14,3,1,0,0,0
237,95.19946958320224,0,8,4608,22,4,1,0,0,0
184,130.0,0,5,11128,16,3,2,0,0,0
29,72.22138746842678,0,1,5967,20,2,1,1,0,0
79,78.88072384358615,0,2,5776,9,4,1,1,0,0
229,107.43317704897589,0,9,9617,13,3,2,0,0,0
82,132.690620890904,0,11,21486,24,3,2,0,1,0
41,126.36073085824957,0,7,19677,12,4,1,0,2,0
52,78.0607793915019,0,6,33410,11,4,4,2,0,0
246,90.12405703968325,0,5,29574,7,3,3,0,0,0
310,78.08115528291086,0,5,28250,16,3,3,0,0,0
195,92.49274298895334,0,7,12365,27,3,2,0,2,0
166,86.67768915696449,0,6,25724,16,3,2,0,2,0
203,102.30872377850719,0,6,2114,13,4,1,0,0,0
195,137.90732685302447,0,8,25274,6,4,1,0,0,0
103,75.60406627673872,0,4,35479,5,3,1,0,0,0
24,100.7718516381496,0,11,8347,21,3,3,1,0,0
284,67.34635309883603,0,5,35919,15,3,2,1,0,0
81,145.6011051125527,1,10,33907,6,4,2,1,0,0
91,172.02028017551766,0,11,23496,8,4,2,0,0,0
21,113.42244216823252,0,5,6641,16,4,1,0,0,0
213,89.92204394756747,0,10,1981,14,4,2,1,0,0
169,107.80155368307558,0,10,27957,2,3,3,0,0,0
152,203.5909290770726,0,8,30957,16,4,3,0,0,0
147,118.65098607714333,0,3,10022,18,3,2,0,0,0
174,106.24775763668745,0,10,17298,26,4,3,1,0,0
78,100.0,0,3,2801,25,4,2,1,0,0
39,76.24065481655043,0,3,26240,3,3,1,0,3,0
25,158.82809396346738,1,8,6671,21,4,3,2,0,0
7,96.43054727398567,0,6,28899,23,3,3,1,0,0
34,117.60552574986305,0,3,11204,15,4,2,0,0,0
1,61.51163366636447,0,4,23537,21,2,1,1,0,0
279,92.62832902754303,0,9,29195,27,3,2,1,0,0
233,86.940327517063,0,8,11876,10,4,1,0,0,0
20,144.94054493896016,0,6,4133,8,4,2,0,2,0
172,114.3854136994461,0,9,20999,11,4,2,0,1,0
94,85.30974450692484,0,7,33492,15,3,2,2,0,0
35,145.49370090275733,0,10,8098,9,4,2,0,0,0
138,115.48215640561875,0,7,16961,11,4,3,1,0,0
275,95.96239234879354,0,7,20253,18,3,3,0,0,0
374,93.49497461756698,0,8,24388,13,3,2,0,0,0
186,89.52129460960799,0,7,18290,16,3,3,0,2,0
109,77.27146520976623,0,4,31346,23,3,1,2,0,0
275,67.05302950827418,0,5,16718,17,3,3,0,0,0
169,110.18758806174728,0,9,2822,18,4,1,1,0,0
34,164.27908291490658,0,7,14129,20,4,2,0,1,0
123,100.23685852430435,0,6,14105,29,4,2,1,0,0
81,97.9864929791036,0,3,21883,22,3,3,0,0,0
169,136.20033456461908,0,7,6429,20,4,1,0,0,0
283,167.3768655938598,0,10,9146,5,4,3,1,0,0
164,84.68832267082188,0,7,33919,12,3,2,0,2,0
261,94.97691766751987,0,6,25002,17,3,2,0,0,0
42,103.77060913052695,0,8,32477,18,4,0,1,0,0
195,107.01158248486394,0,8,26127,27,3,2,0,0,0
89,89.25,0,9,27887,7,4,2,0,0,0
178,80.47053979931268,0,4,34975,21,3,2,0,2,0
33,127.7773548543832,0,8,2122,28,4,3,1,0,0
6,78.74811433430794,1,2,9851,8,4,1,0,3,0
73,113.81975945829383,0,3,8907,23,4,1,1,0,0
191,108.21077062245146,0,10,31642,9,3,2,0,0,0
26,132.70403884050307,0,5,20511,17,3,1,0,0,0
219,101.93738569579112,0,10,27343,6,4,3,0,0,0
21,121.47388008297138,0,9,26965,7,3,6,2,0,0
92,111.25675003351353,0,5,30614,17,3,3,0,0,0
40,168.3,0,7,29526,12,4,1,0,0,0
32,147.76096563915908,0,4,20542,25,4,1,0,0,0
5,110.0,0,5,7101,11,0,8,3,0,0
101,100.79516797003897,1,6,13445,24,4,1,1,0,0
142,80.79144803199051,0,5,19588,8,3,2,1,0,0
280,112.79362273403622,0,8,26226,21,2,2,0,0,0
45,99.47432804516488,1,10,1084,14,4,2,0,0,0
270,63.26092318544057,0,4,17253,19,3,3,0,0,0
176,143.7600543983983,1,8,30752,9,4,4,2,0,0
15,81.89278492930279,0,7,28911,18,1,2,0,0,0
168,87.47300280238099,0,4,25352,22,3,2,1,0,0
10,110.44602377706491,0,9,15035,28,0,1,0,0,0
108,92.8352203308605,0,5,32018,24,3,2,1,0,0
13,122.40291315312558,1,8,34422,25,4,1,0,1,0
267,99.30779144925191,0,7,20977,8,3,2,0,0,0
24,104.94501840442334,0,7,34058,24,4,3,1,0,0
16,112.77459882650388,0,4,15825,15,4,2,1,2,0
108,131.9786696585593,0,6,7356,2,4,3,1,0,0
28,83.64239245804986,0,2,34691,13,4,1,0,0,0
160,108.30731944760524,1,9,19324,20,4,4,0,0,0
162,109.52571811181478,0,8,11813,7,3,2,0,0,0
63,90.89360265928745,0,7,34229,15,3,0,0,3,0
126,135.90949558951692,1,11,11886,24,4,1,0,0,0
319,114.88450163287877,0,8,7073,17,4,2,0,0,0
34,98.19392183471743,0,3,6895,17,4,2,0,1,0
91,80.41534290958478,0,4,27703,7,3,1,0,1,0
315,115.0,0,7,29054,17,3,2,0,1,0
10,143.3257813802291,1,7,296,22,4,0,1,0,0
49,157.54621419609154,0,9,4050,15,4,1,1,0,0
214,123.89631491314307,1,7,20185,19,3,3,1,0,0
361,92.7888340132237,0,8,193,22,4,2,1,0,0
188,130.0,0,6,26073,15,3,2,0,0,0
25,142.156277488646,0,4,737,24,4,3,0,0,0
183,113.4,1,9,7903,14,4,2,1,0,0
72,192.00246860771784,0,6,17302,14,4,1,0,0,0
11,148.51060760304114,0,3,25217,10,4,4,0,0,0
102,107.0079983205673,0,12,26925,21,4,2,1,0,0
65,108.09759096203594,0,7,24153,20,4,5,1,0,0
96,119.35880686338976,0,9,19876,16,3,1,0,0,0
310,133.4847888440865,0,9,8494,19,3,2,0,0,0
16,161.5615843003792,0,9,28203,25,4,0,1,0,0
68,75.33566444615491,0,3,14045,18,4,2,1,0,0
317,114.74249850267266,0,8,16163,17,3,2,0,0,0
52,62.2928318042383,0,4,7018,9,4,1,2,3,0
301,85.2831446517818,0,10,32211,20,3,3,0,0,0
13,124.0647953903374,0,11,10543,5,4,1,0,0,0
200,125.95519732499811,0,7,866,8,4,2,0,0,0
244,115.57471707541369,1,6,20495,6,3,1,0,0,0
158,95.01994340155521,0,7,29390,15,3,2,1,2,0
35,158.66843150309762,0,11,30076,25,4,1,0,0,0
20,131.98095036202676,0,4,16268,15,4,2,1,0,0
57,115.33731061189359,0,6,24526,20,4,2,1,0,0
194,107.3622608103804,0,6,7092,3,4,3,0,0,0
418,105.44392090767111,0,9,16322,26,3,2,1,0,0
85,85.2375332757834,0,3,29482,22,3,1,0,0,0
6,251.3105049593117,0,8,21632,15,4,0,1,0,0
32,68.58067143914018,0,2,9818,6,4,0,1,3,0
129,112.55108526978363,1,10,32151,11,4,2,0,0,0
237,102.10251786292983,0,8,25729,15,3,1,1,0,0
44,79.38340148952872,0,3,7419,10,3,3,1,2,0
10,97.5320156625137,0,6,12347,14,2,2,0,0,0
23,103.3662154153561,0,5,32029,23,4,1,1,1,0
73,151.26399528229763,0,4,8138,22,3,1,1,0,0
173,74.6033407271851,0,5,17096,20,4,4,1,0,0
312,118.75997005375858,0,9,18469,14,3,2,0,0,0
218,115.96887795728455,1,8,12161,27,4,2,0,0,0
271,110.03758908783668,0,6,22648,18,3,2,0,1,0
185,124.87463921415888,0,5,13067,18,3,2,0,0,0
179,93.37405667928451,0,9,33854,8,3,2,0,0,0
270,107.37177825686325,0,8,21451,23,3,4,0,0,0
400,97.37407694972724,0,7,21243,19,3,1,0,0,0
300,107.61209797493102,0,7,30475,15,3,1,1,0,0
30,135.84808249361555,0,8,21247,4,4,1,1,1,0
221,115.96865336640997,0,6,1689,9,4,2,0,0,0
271,99.97829256000077,0,8,8741,12,3,3,0,0,0
19,114.46672878729521,0,9,13149,21,3,0,1,0,0
44,107.88233937751046,0,9,28634,2,4,1,2,3,0
298,83.52105096833037,0,11,6292,2,4,3,0,0,0
239,111.7315183822616,0,5,19775,9,3,1,0,0,0
184,88.8254152270207,0,9,27963,13,4,1,0,1,0
92,128.99462351964053,0,7,2477,5,4,1,0,0,0
3,65.13700344752957,0,9,28362,11,2,0,1,0,0
25,137.52064485281443,0,4,25393,17,4,1,0,1,0
105,77.1864049994886,0,4,9374,6,3,1,0,0,0
103,114.78503458909677,0,4,8263,18,3,2,0,0,0
22,115.6716013982575,0,5,20658,10,4,2,0,0,0
243,121.17549818160266,0,8,5109,11,4,2,0,0,0
66,75.0845037426107,0,10,24077,9,3,1,1,0,0
125,127.62039157763074,0,11,30426,28,4,2,0,0,0
45,162.60656100107718,0,7,29509,11,4,1,0,0,0
64,107.9115047539988,0,7,14646,3,4,1,1,0,0
49,125.45130522768929,0,11,16242,11,4,2,0,0,0
124,122.55042617897,0,6,9255,26,4,2,0,0,0
194,158.53133707452318,1,7,4957,22,4,2,2,0,0
241,108.5379416737586,0,6,22893,15,3,1,0,0,0
247,85.05237843003157,0,8,6007,13,4,2,1,1,0
134,120.05829601314181,0,9,13876,6,4,5,1,0,0
8,180.75001291970014,0,6,19441,13,4,3,0,0,0
67,149.77614925812293,0,9,20974,8,4,2,1,0,0
242,120.83331625548024,0,9,18018,15,3,4,1,0,0
262,109.90620995498156,0,6,24704,21,3,1,0,1,0
124,106.14089481569721,0,6,23518,6,4,1,0,0,0
95,123.94866788368793,0,5,2710,16,4,3,0,0,0
184,126.9,1,9,28866,15,4,2,0,0,0
48,99.0638992401489,0,5,5398,17,4,1,1,0,0
78,101.91453083814585,0,9,14131,27,3,0,1,0,0
172,93.06235354830174,0,8,28713,5,4,2,0,3,0
101,109.51836618908895,0,7,7412,10,4,1,0,1,0
144,113.53553549297419,0,8,7557,7,4,2,0,3,0
12,130.67651476809195,0,10,11329,4,4,1,0,0,0
193,109.37587474217459,1,7,33547,3,4,4,1,0,0
58,96.88429711883154,0,7,4057,19,4,2,0,2,0
273,66.95188472516054,0,4,20030,19,3,3,0,0,0
172,115.26448635278302,1,8,19208,2,3,2,0,0,0
169,109.96770891789885,1,8,5256,17,4,2,0,0,0
71,120.1105207734867,0,5,17606,16,4,2,1,0,0
367,74.3768396943335,0,10,16145,16,3,2,1,0,0
175,115.31138511160782,0,9,26697,8,3,2,1,0,0
38,124.05083122139662,1,5,26603,19,4,2,1,0,0
108,90.99333080802437,0,5,26723,6,4,1,1,2,0
167,125.61356746388097,1,10,3658,1,4,1,1,0,0
165,124.60663160148825,1,8,28879,23,4,1,0,0,0
194,127.19841083279066,1,8,26162,16,4,2,1,0,0
131,112.15775069436852,0,5,14293,4,4,3,0,0,0
277,104.99873197929708,0,9,31589,10,3,2,1,0,0
241,97.03576737113978,0,11,30121,29,4,3,2,1,0
40,82.17362998557381,0,5,12424,7,4,2,0,0,0
27,61.80456840238193,0,9,36145,17,3,2,2,0,0
65,136.15432396313452,0,8,12447,7,3,3,0,0,0
286,95.63094837783316,1,9,24841,26,4,3,0,0,0
117,105.40960772022011,0,7,30673,9,3,2,1,0,0
88,131.91697166494706,0,9,27975,19,3,2,0,0,0
73,144.79996046618265,0,10,9100,15,4,0,0,0,0
174,112.70196436493937,0,9,31651,13,3,2,0,0,0
287,89.50549346228723,0,7,1765,21,4,2,1,0,0
166,81.17791674835924,0,6,4715,13,4,1,0,1,0
139,96.08811445697708,0,5,2331,16,4,2,1,2,0
31,109.28946683171628,0,9,1975,11,4,2,1,1,0
20,173.65288683753894,0,3,17805,18,4,2,0,0,0
11,101.00107988881174,0,3,9702,14,4,3,0,1,0
105,83.8522400827575,0,4,17436,14,4,2,2,2,0
47,139.11120514327663,1,9,9357,9,4,0,1,0,0
210,102.12597108770638,0,5,23442,20,3,2,0,0,0
148,165.3960200344901,0,8,2002,14,4,3,0,0,0
34,102.99348551957476,0,7,11962,3,4,2,0,0,0
101,96.21812814113812,0,6,8294,17,3,1,2,0,0
24,115.40371140612616,0,10,32487,3,4,1,1,2,0
229,86.41544015550113,0,8,22630,3,3,1,0,2,0
25,78.26256416282025,0,4,31147,22,3,2,0,0,0
262,107.72343310450137,0,9,18192,16,3,1,1,0,0
141,81.01609461303626,0,10,34620,28,4,4,0,0,0
62,105.53918541892887,0,8,34919,23,3,2,0,0,0
185,85.32601413694364,1,9,27818,26,3,2,0,2,0
14,151.02026229646805,0,5,13270,25,4,3,0,0,0
223,154.94225249847167,0,10,19262,22,3,2,2,0,0
89,119.58459177707702,0,5,31947,15,3,1,1,0,0
71,86.39248676624653,0,8,20284,10,3,2,0,0,0
3,145.56346582092,0,4,6605,11,4,2,0,0,0
96,113.7870328009091,0,7,22610,16,4,1,0,3,0
277,94.02430725647793,0,9,21322,10,3,3,1,0,0
284,110.31920158530676,0,8,4005,15,4,2,0,1,0
99,94.98761593336789,0,6,11247,24,3,2,2,0,0
232,85.59241001195335,0,10,26032,16,3,2,0,0,0
14,126.93796671967873,0,4,23646,16,4,1,1,0,0
190,99.3277993156171,0,7,35094,14,3,2,1,0,0
49,106.627924917346,0,4,26391,10,3,0,1,0,0
164,114.13220618609812,0,8,22553,10,4,3,1,0,0
9,143.03509488685847,0,3,22356,17,4,1,0,0,0
323,89.61690112903973,0,10,28407,9,3,3,0,0,0
308,87.01441170472988,0,9,20811,7,3,2,1,0,0
313,103.73587866016177,0,9,17519,11,3,2,0,0,0
231,109.90847050287502,0,9,2152,10,4,4,0,0,0
274,91.39830199041945,0,9,1481,5,4,3,0,0,0
29,82.52684471523598,0,4,31602,15,3,1,1,0,0
158,110.0,0,10,27954,2,3,2,0,0,0
25,171.1006379887921,0,6,741,19,4,2,0,0,0
174,115.0800448401233,1,7,12719,6,3,3,0,0,0
273,65.46623758385574,0,5,15159,4,3,1,0,0,0
7,110.53349033306642,0,5,29808,10,4,2,0,0,0
108,80.34390814555235,1,12,15929,9,4,1,1,2,0
253,90.84335230626569,0,10,7693,24,4,4,0,0,0
98,130.6171463166096,0,6,20497,18,4,4,0,0,0
197,87.14566029551453,0,7,16855,16,4,1,0,0,0
15,63.25880058650953,0,2,3020,24,4,1,1,0,0
265,105.54483591196694,0,6,31425,25,3,2,0,0,0
67,86.58071809660792,0,3,13793,5,4,2,0,0,0
82,95.68550132145764,0,6,22202,8,3,1,2,1,0
94,115.44368544462667,0,7,3203,7,4,2,1,0,0
267,83.02070715801314,0,6,9320,8,3,2,0,0,0
102,75.30857892395599,0,4,35476,7,3,1,0,0,0
212,98.09633166081638,0,5,15472,19,3,1,0,0,0
160,127.93185458658358,0,9,11473,26,3,2,1,0,0
237,102.9063629340773,0,8,12611,12,3,3,0,0,0
98,79.5390686344502,0,9,12454,20,3,6,2,0,0
183,126.46870521697018,0,6,29692,14,3,2,0,0,0
67,183.60627712461158,0,8,30938,9,4,8,2,0,0
101,106.76692608100286,0,10,28986,2,4,1,1,2,0
90,87.99988683828826,0,3,29481,24,3,1,0,0,0
62,123.90598562077,0,9,29027,14,4,2,0,0,0
122,102.92188580037644,0,5,13789,10,4,3,1,0,0
304,96.53658519259118,0,6,35524,19,3,2,0,0,0
143,102.83713681673105,0,9,3249,8,4,2,0,0,0
175,115.38241425553028,0,6,15582,10,3,2,0,0,0
99,99.64990391207851,0,10,35768,16,3,2,0,1,0
15,96.49838769438438,0,4,2261,8,1,7,4,0,0
83,89.67330219413294,0,9,32157,19,2,3,1,0,0
14,77.41337659313092,0,2,18198,16,3,3,0,2,0
30,99.99339936652893,1,4,8073,7,4,2,0,0,0
121,151.68212222588133,1,6,14077,8,4,2,0,0,0
30,149.62039613693602,1,9,6661,16,4,3,1,0,0
123,174.9973496019879,0,8,15850,7,4,2,0,0,0
276,105.77540068984571,0,7,9116,6,3,2,0,1,0
271,106.94404251818,0,6,27756,15,3,2,0,0,0
209,95.67985452560848,0,6,27706,21,3,1,1,0,0
7,95.51351599405479,0,9,8933,21,4,1,0,0,0
291,115.0,0,7,35067,20,3,2,0,1,0
17,141.89248464303566,0,3,22621,14,4,1,0,0,0
28,68.01204550049452,0,4,1997,8,4,4,1,0,0
68,105.90365860552674,0,7,27211,18,4,4,0,0,0
288,139.79977997632548,0,8,27673,25,3,3,1,0,0
166,108.39016480017352,0,10,5720,3,4,2,0,0,0
163,100.73718312367313,0,6,32265,25,4,0,2,1,0
205,105.01331258482134,1,6,22113,2,4,2,2,0,0
88,122.95517465021985,0,7,20136,20,4,1,0,0,0
21,128.198352691286,0,6,20643,14,4,1,0,0,0
32,194.1557562772398,1,10,10865,4,4,8,3,0,0
180,100.63398061682487,0,10,27355,9,3,1,0,2,0
135,211.49719001762665,1,5,2749,20,4,3,0,0,0
64,119.00961727785935,0,8,28048,4,3,2,0,0,0
193,94.5,0,8,27516,7,4,3,0,0,0
55,105.10656972633392,1,8,25290,28,4,3,0,0,0
245,109.40182658001603,0,6,1633,16,4,2,0,0,0
269,111.56171337075973,0,5,33638,23,3,2,0,0,0
34,126.1902073377169,0,9,26963,4,4,2,0,0,0
40,141.32227684758746,0,8,15848,5,4,2,1,3,0
30,117.82861411219206,0,9,13223,16,4,0,1,3,0
15,102.33358741368048,0,2,29582,12,4,1,1,0,0
36,120.36127760305973,0,6,10139,8,4,1,0,3,0
113,113.61646862476583,0,8,5615,7,4,0,0,0,0
97,99.77373671569144,0,10,18022,16,3,2,0,0,0
66,74.73797167319509,0,3,10371,16,4,3,0,3,0
407,73.78747015098888,0,9,27640,7,3,2,0,0,0
340,107.00759918258271,0,8,2044,16,4,2,0,0,0
43,144.78016038141277,0,6,16158,10,4,1,1,0,0
91,68.1714892404884,0,6,33865,7,3,3,0,0,0
25,92.41757600470457,1,3,5420,15,4,3,1,0,0
14,95.88051475042136,0,5,9158,20,4,1,1,3,0
5,208.95949921588934,0,7,22336,16,4,1,0,0,0
110,80.49014571156214,0,5,35625,6,3,1,0,0,0
63,72.27409263748521,0,7,10933,3,4,3,0,0,0
76,109.26161070026747,1,4,7254,26,4,2,0,0,0
85,97.21715104971962,0,8,1591,16,4,1,0,0,0
129,104.6075425026106,0,7,20035,6,4,3,0,2,0
218,100.73574345568596,0,9,25103,3,4,2,1,0,0
176,123.66350048154655,0,8,33084,17,4,2,0,0,0
34,102.86845159895844,0,4,17145,16,4,3,0,3,0
174,103.96190428311678,0,6,24792,22,3,2,0,0,0
272,106.53142812089334,0,8,13011,8,3,2,0,0,0
257,114.62971757751481,0,5,25744,15,3,1,0,1,0
142,109.42540101726692,0,9,10319,17,3,2,1,0,0
285,97.97507882627217,0,8,20618,26,3,3,1,0,0
116,112.03549352972372,0,6,30591,6,3,2,0,2,0
263,90.0,0,6,15751,7,3,2,0,0,0
283,109.65235347180268,0,7,2021,18,4,1,0,1,0
247,112.65511715389101,0,6,13067,6,3,1,1,1,0
288,98.00762805888198,0,9,20264,29,4,3,1,0,0
19,104.49324092189096,0,2,6016,17,4,1,0,0,0
177,106.23271178983056,0,9,27028,23,3,2,1,1,0
150,137.050913803721,0,8,6812,10,4,6,2,0,0
269,110.95042706299922,0,4,25765,14,3,0,1,1,0
226,86.3881688509462,0,9,30913,26,4,3,1,3,0
84,103.74657710229347,0,9,18853,25,4,4,0,0,0
5,146.01859524587888,0,5,23286,6,4,1,1,0,0
38,99.5328078254679,0,4,36062,9,2,3,1,0,0
159,108.14944589602061,0,7,17594,19,4,4,3,0,0
301,115.0,1,7,19840,19,3,2,0,1,0
163,129.68750942914855,0,9,26883,27,4,2,1,0,0
48,87.72245877169397,0,3,19677,20,3,2,2,0,0
108,93.9760080381988,0,5,2395,10,4,2,0,0,0
25,149.00473265226645,0,11,10488,25,4,0,1,0,0
291,89.67416456049585,0,10,15420,11,3,0,0,0,0
80,127.17860769919731,0,7,3182,2,4,2,1,0,0
244,132.4235296182554,0,9,31130,6,3,1,0,0,0
155,86.9067844758203,0,7,18491,26,3,3,0,2,0
121,85.62983111339264,0,6,22966,19,3,2,1,0,0
33,120.37675549741367,0,5,10248,13,4,3,0,0,0
91,85.00125987210231,0,3,4582,11,4,3,1,0,0
317,77.0555874739852,0,7,33477,14,3,3,0,0,0
78,80.98496588283845,1,7,12748,21,4,0,1,1,0
3,83.48273558785793,0,2,724,5,4,1,1,2,0
142,109.78338297908866,0,8,11866,18,4,1,1,0,0
106,79.67131304022811,0,8,32851,28,4,1,1,1,0
53,107.24470593700423,0,10,36038,28,3,1,1,0,0
25,78.2749355744884,0,3,31149,24,3,2,0,0,0
66,74.53442236054956,0,3,20095,9,4,4,2,0,0
189,96.33198182466799,0,7,16860,13,3,1,0,0,0
16,88.8271858390396,0,8,20913,16,3,4,1,1,0
114,92.61882159308637,0,6,25595,24,3,1,1,0,0
16,129.72372338504138,0,4,25965,7,3,3,0,0,0
43,163.04450117555433,0,7,25774,27,4,1,1,0,0
79,88.20374956928954,0,9,32139,29,3,5,2,0,0
95,92.97389146518499,0,5,33894,16,3,1,1,0,0
257,101.39519247508066,0,7,3899,1,4,2,0,0,0
183,109.30799335088389,0,9,12579,5,4,1,1,0,0
187,122.84563795403604,0,7,24407,11,3,2,0,0,0
409,70.3415884927844,0,6,27037,20,3,2,0,0,0
297,88.30984059784686,0,8,10380,19,3,3,1,0,0
13,147.58486776092008,0,4,27387,15,4,1,0,0,0
175,98.6728239894118,0,6,687,3,4,2,0,0,0
187,128.15653601925644,0,6,31297,15,3,2,0,0,0
172,83.52134399801041,0,8,2032,25,4,2,0,0,0
261,112.16462201146605,0,6,5539,22,4,2,0,1,0
96,96.46839323717883,0,7,10268,11,4,4,1,3,0
55,74.39238847034044,0,9,11473,14,4,2,0,1,0
114,103.74720984887976,0,9,34502,9,3,2,0,0,0
27,95.60629947712236,0,6,35726,14,4,1,1,0,0
59,123.47132518543567,0,4,23943,11,4,4,0,0,0
414,74.95964963542316,0,9,16137,25,3,2,1,0,0
112,83.34628277155066,0,9,11800,15,3,3,0,0,0
263,111.63255094243408,0,8,31660,21,3,2,0,0,0
42,129.2690843400863,1,5,9390,17,4,1,0,0,0
261,103.22246936216109,0,7,2494,3,4,2,0,1,0
73,122.68474645765896,0,6,28512,22,4,0,1,2,0
193,117.85754865185189,0,6,17193,3,3,2,0,0,0
62,88.96809108351034,0,6,6546,20,4,3,0,2,0
210,109.701408182317,0,8,7348,21,4,4,1,0,0
82,179.0779756806051,1,8,34494,12,4,3,2,1,0
25,97.54194975831068,1,5,11430,20,4,2,1,3,0
2,84.03241592539136,0,9,15536,14,2,2,0,0,0
163,106.81016352203925,0,6,31167,28,3,1,0,0,0
188,130.0,0,6,12031,15,3,2,0,0,0
58,118.59080537356341,0,5,18373,15,4,2,1,0,0
276,102.46777321044522,0,6,21925,15,3,2,1,0,0
191,110.88956538895489,0,8,27594,24,3,4,1,0,0
160,119.28260252271912,0,6,1703,21,4,1,1,0,0
162,95.30744807942153,0,6,11586,23,3,0,1,0,0
198,124.56841132121693,0,9,13929,20,4,1,1,0,0
173,125.25937578204659,0,8,13522,2,4,2,1,0,0
196,114.21218280916848,0,8,29196,19,4,4,2,0,0
78,75.52408951957709,1,6,16707,11,4,3,1,0,0
20,117.26840951512939,0,8,28737,15,4,1,2,3,0
56,165.46898320676533,0,8,20450,24,4,1,0,0,0
98,88.75818560346104,0,5,24755,2,3,0,2,2,0
265,110.16739060352606,0,7,28605,5,3,2,0,1,0
200,108.9,0,9,17590,3,4,2,0,0,0
48,125.73238992077475,0,7,22937,28,3,4,0,0,0
288,94.64973206374547,0,11,20804,4,2,2,1,0,0
60,107.1094893853524,0,6,23059,26,4,2,0,1,0
72,180.6604664634166,1,6,34470,13,4,3,1,0,0
139,74.42093916677403,0,7,26830,29,3,1,1,0,0
275,98.84608439747234,0,10,1523,2,4,2,1,0,0
37,113.30274632090456,1,10,6489,4,4,1,1,3,0
49,120.26279906931926,0,4,3241,12,4,2,2,0,0
139,112.26669248477975,0,9,18867,11,4,0,0,2,0
64,126.60264976538498,0,10,22862,19,4,3,0,0,0
283,98.23037770427507,0,10,18662,8,3,1,0,0,0
11,118.66861154071327,0,3,22611,13,4,2,0,0,0
95,96.59459203236284,0,5,33493,16,3,2,0,0,0
14,123.63696707245086,0,5,13621,24,4,3,2,0,0
155,94.5,0,7,6600,13,4,0,1,2,0
70,104.56245463674152,0,7,11319,23,3,2,0,2,0
55,99.94346255822234,0,8,9240,8,2,2,0,0,0
24,204.88862691204335,1,7,24813,15,4,3,0,0,0
67,137.140528933364,0,4,3069,20,4,1,0,0,0
199,162.07093071713018,2,8,33332,10,4,1,0,0,0
109,141.66959863074445,0,6,34958,20,4,3,0,0,0
305,118.46323851498438,0,8,24353,13,3,2,0,0,0
198,82.1986292728555,0,11,18019,24,4,4,2,0,0
58,82.87685436416167,0,5,19926,17,4,0,1,2,0
7,94.58640577506155,0,4,6164,10,0,10,4,0,0
126,122.06672844084633,0,8,4381,18,4,2,0,1,0
138,115.76609224192671,0,5,12777,6,3,1,0,0,0
56,121.26148132652334,0,4,33916,11,4,1,0,0,0
247,94.01421525885777,1,9,10891,15,3,1,0,2,0
282,110.97345895302449,0,7,22787,21,3,1,0,1,0
12,122.0841748982197,0,7,30736,26,4,2,1,3,0
56,137.44108258683394,0,4,11113,13,4,4,2,0,0
120,88.45955633218853,0,5,31986,24,4,2,0,1,0
278,109.99062810826585,0,9,21991,11,3,2,0,0,0
183,110.49256232363247,0,8,19680,16,4,1,0,0,0
112,120.82285936008232,0,7,5603,6,4,1,1,0,0
317,106.64340595239985,0,9,121,1,4,2,0,0,0
18,156.94078426123468,0,7,4769,24,4,2,1,0,0
